N,a,z2
1.7489999999999988,5.748850949672195,0.660985744830938
1.7560000000000002,5.789234082386752,0.6703046252133676
1.7630000000000017,5.829900888729678,0.6797548874482218
1.7699999999999996,5.870853361382599,0.6893383838171472
1.777000000000001,5.91209350702491,0.699056992716122
1.783999999999999,5.953623346431957,0.7089126190235931
1.7910000000000004,5.9954449145742235,0.7189071944738784
1.7980000000000018,6.037560260716895,0.7290426780357572
1.8049999999999997,6.079971448520337,0.7393210562964496
1.8120000000000012,6.122680556141281,0.7497443438510102
1.818999999999999,6.165689676334503,0.7603145836971572
1.8260000000000005,6.20900091655554,0.7710338476357508
1.833000000000002,6.252616399063809,0.7819042366768335
1.8399999999999999,6.296538261026656,0.7929278814514519
1.8470000000000013,6.34076865462415,0.8041069426292832
1.8539999999999992,6.385309747154382,0.8154436113420953
1.8610000000000007,6.430163721139843,0.8269401096132599
1.868000000000002,6.475332774434212,0.8385986907932373
1.875,6.5208191203301125,0.8504216400012556
1.8820000000000014,6.566624987667642,0.8624112745732212
1.8889999999999993,6.612752620943418,0.8745699445158809
1.8960000000000008,6.659204280420748,0.8869000329674802
1.9029999999999987,6.705982242240192,0.899403956664816
1.9100000000000001,6.753088798531287,0.912084166416975
1.9170000000000016,6.800526257524694,0.9249431475856564
1.9239999999999995,6.848296943665369,0.9379834205723288
1.931000000000001,6.89640319772654,0.9512075413122569
1.9379999999999988,6.944847376924233,0.9646181017754282
1.9450000000000003,6.993631855032971,0.9782177304746383
1.9520000000000017,7.042759022501916,0.9920090929806429
1.9589999999999996,7.092231286572081,1.0059948924446374
1.966000000000001,7.142051071394351,1.0201778701281041
1.972999999999999,7.192220818148103,1.0345608059400595
1.9800000000000004,7.242742985161016,1.049146518981982
1.9870000000000019,7.293620048029355,1.0639378681003147
1.9939999999999998,7.344854499739356,1.0789377524468295
2.0010000000000012,7.396448850789457,1.0941491120468936
2.007999999999999,7.448405629313128,1.10957492837567
2.0150000000000006,7.500727381202966,1.125218224942558
2.022000000000002,7.553416670235256,1.1410820678837572
2.029,7.606476078195676,1.1571695665632615
2.0360000000000014,7.659908205005887,1.1734838741823301
2.0429999999999993,7.713715668850737,1.1900281883974675
2.0500000000000007,7.767901106306778,1.2068057519472413
2.057000000000002,7.8224671724712564,1.223819853287809
2.064,7.877416541092307,1.241073827237494
2.0710000000000015,7.932751904700042,1.2585710556304428
2.0779999999999994,7.988475974738293,1.2763149679794183
2.085000000000001,8.044591481697697,1.294309042148063
2.0919999999999987,8.101101175249267,1.3125568050325012
2.099,8.158007824379352,1.3310618332526947
2.1060000000000016,8.215314217525115,1.349827753853406
2.1129999999999995,8.273023162711258,1.3688582450151399
2.120000000000001,8.3311374876877,1.3881570367751064
2.126999999999999,8.389660040067934,1.4077279117582537
2.1340000000000003,8.448593687468794,1.427574705918751
2.141000000000002,8.507941317650767,1.4477013092917812
2.1479999999999997,8.567705838659572,1.4681116667560263
2.155000000000001,8.627890178968762,1.4888097788069123
2.161999999999999,8.68849728762299,1.5097997023406413
2.1690000000000005,8.74953013438277,1.5310855514494435
2.176000000000002,8.810991709869771,1.5526714982278769
2.183,8.87288502571346,1.574561773590603
2.1900000000000013,8.93521311469876,1.5967606681016944
2.196999999999999,8.99797903091444,1.619272532815519
2.2040000000000006,9.061185849903014,1.642101780129652
2.211000000000002,9.124836668811227,1.6652528846496395
2.218,9.188934606541913,1.688730384066072
2.2250000000000014,9.253482803906905,1.712538880044016
2.2319999999999993,9.31848442378073,1.7366830391248815
2.2390000000000008,9.383942651255827,1.761167593641165
2.246000000000002,9.44986069379841,1.7859973426439235
2.253,9.516241781405718,1.8111771528434375
2.2600000000000016,9.583089166764394,1.8367119595631416
2.2669999999999995,9.650406125409624,1.8626067677068718
2.274000000000001,9.718195955885925,1.888866652739951
2.280999999999999,9.78646197990848,1.9154967616838843
2.2880000000000003,9.855207542526198,1.9425023141253053
2.2950000000000017,9.924436012285366,1.9698886032389331
2.3019999999999996,9.994150781394818,1.9976609968250933
2.309000000000001,10.06435526589226,2.025824938361865
2.315999999999999,10.135052905811408,2.0543859480719253
2.3230000000000004,10.206247165350835,2.083349624004639
2.330000000000002,10.277941533043467,2.112721643133198
2.3369999999999997,10.35013952192763,2.1425077624673667
2.344000000000001,10.422844669719298,2.17271382018192
2.350999999999999,10.496060538985187,2.2033457367608404
2.3580000000000005,10.569790717317613,2.2344095161578714
2.365000000000002,10.64403881751003,2.2659112469732063
2.372,10.718808477734166,2.2978571036469164
2.3790000000000013,10.794103361718406,2.330253347669212
2.3859999999999992,10.869927158927057,2.363106328807601
2.3930000000000007,10.946283584741428,2.396422486351593
2.400000000000002,11.023176380641624,2.430208350374708
2.407,11.100609314389992,2.464470543014437
2.4140000000000015,11.178586180215852,2.4992157797702568
2.4209999999999994,11.257110799001158,2.5344508708197697
2.428000000000001,11.336187018468015,2.570182722353655
2.4349999999999987,11.415818713366926,2.60641833792917
2.442,11.49600978566695,2.6431648198430056
2.4490000000000016,11.576764164746635,2.6804293705232367
2.4559999999999995,11.658085807586675,2.718219293941077
2.463000000000001,11.739978698963919,2.7565419970425307
2.469999999999999,11.822446851646347,2.7954049912000527
2.4770000000000003,11.905494306590027,2.8348158936849512
2.4840000000000018,11.989125133136826,2.874782429160262
2.4909999999999997,12.073343429213933,2.9153124311948653
2.498000000000001,12.158153321534794,2.956413843798951
2.504999999999999,12.243558965801014,2.9980947229809285
2.5120000000000005,12.329564546906338,3.0403632383265937
2.519000000000002,12.416174279141407,3.0832276746002525
2.526,12.503392406400382,3.1266964333686147
2.5330000000000013,12.591223202389038,3.170778034647601
2.539999999999999,12.679670970833865,3.21548111857214
2.5470000000000006,12.768740045693304,3.2608144470898375
2.554000000000002,12.858434791369797,3.3067869056781847
2.561,12.948759602923785,3.3534075050862184
2.5680000000000014,13.039718906289197,3.4006853831007184
2.5749999999999993,13.131317158490006,3.448629806337081
2.5820000000000007,13.223558847858989,3.497250172055795
2.589000000000002,13.316448494257337,3.54655601000417
2.596,13.409990649296258,3.5965569842842617
2.6030000000000015,13.504189896560161,3.6472628952471506
2.6099999999999994,13.599050851830919,3.698683681413665
2.617000000000001,13.69457816331441,3.7508294214225577
2.6239999999999988,13.790776511867916,3.8037103360057563
2.6310000000000002,13.887650611229862,3.8573367899918636
2.6380000000000017,13.985205208250452,3.9117192943375114
2.6449999999999996,14.083445083124406,3.9668685081876203
2.652000000000001,14.182375049625351,4.022795240964714
2.658999999999999,14.281999955341337,4.0795104544874
2.6660000000000004,14.382324681912783,4.137025265119153
2.673000000000002,14.48335414527131,4.195350945946953
2.6799999999999997,14.585093295880785,4.254498928990932
2.687000000000001,14.687547118980051,4.314480807445184
2.693999999999999,14.790720634826831,4.3753083379498445
2.7010000000000005,14.894618898944152,4.4369934428956865
2.708000000000002,14.999247002367692,4.499548212760724
2.715,15.104610071895399,4.562984908480079
2.7220000000000013,15.210713270338868,4.6273159638492585
2.728999999999999,15.317561796775944,4.692553987960998
2.7360000000000007,15.42516088680591,4.758711767676938
2.743000000000002,15.533515812805653,4.825802270133665
2.75,15.642631884188171,4.893838645284408
2.7570000000000014,15.752514447662906,4.962834228476572
2.7639999999999993,15.86316888749734,5.032802543065272
2.771000000000001,15.974600625781278,5.103757303064232
2.7780000000000022,16.086815122692137,5.175712415833528
2.785,16.19981787676266,5.248681984805581
2.7920000000000016,16.31361442515052,5.322680312249581
2.7989999999999995,16.42821034390924,5.39772190207453
2.806000000000001,16.54361124826189,5.473821462672346
2.812999999999999,16.65982279287575,5.5509939098004475
2.8200000000000003,16.77685067213988,5.629254369505607
2.8270000000000017,16.894700620443714,5.708618181088425
2.8339999999999996,17.01337841245825,5.789100900110006
2.841000000000001,17.13288986341915,5.8707183014410145
2.847999999999999,17.25324082941131,5.953486382353311
2.8550000000000004,17.374437207656268,6.037421365655811
2.862000000000002,17.496484936800737,6.122539702873902
2.8689999999999998,17.61938999720781,6.208858077474133
2.8760000000000012,17.74315841125016,6.296393408134346
2.882999999999999,17.867796243604715,6.385162852059495
2.8900000000000006,17.993309601550326,6.4751838083448625
2.897000000000002,18.11970463526658,6.566473921386023
2.904,18.24698753813535,6.659051084337335
2.9110000000000014,18.37516454704448,6.752933442619208
2.9179999999999993,18.50424194269292,6.848139397474319
2.9250000000000007,18.634226049899016,6.944687609574702
2.932000000000002,18.76512323790996,7.042597002678969
2.939,18.89693992071409,7.141886767341556
2.9460000000000015,19.02968255735537,7.242576364674303
2.9529999999999994,19.16335765224942,7.344685530160529
2.960000000000001,19.297971755502775,7.448234277523658
2.9669999999999987,19.43353146323329,7.553242902649564
2.974,19.570043417893903,7.65973198756505
2.9810000000000016,19.70751430859764,7.767722404471615
2.9879999999999995,19.84595087144558,7.877235319836632
2.995000000000001,19.98535988985714,7.9882921985422115
3.001999999999999,20.12574819490198,8.100914808092007
3.0090000000000003,20.26712266563527,8.215125222878138
3.016000000000002,20.4094902294343,8.330945828507483
3.0229999999999997,20.552857862338104,8.448399326189465
3.030000000000001,20.697232589389525,8.567508737185758
3.036999999999999,20.842621484978935,8.68829740732211
3.0440000000000005,20.989031673191448,8.810789011564676
3.051000000000002,21.136470328155507,8.935007558659963
3.058,21.284944674394637,9.060977395840814
3.0650000000000013,21.434461987181656,9.188723213598708
3.071999999999999,21.585029592894657,9.318270050522761
3.0790000000000006,21.736654869376597,9.449643298207867
3.086000000000002,21.889345246296287,9.582868706231077
3.093,22.04310820551267,9.7179723871988
3.1000000000000014,22.197951281441664,9.854980821865153
3.1069999999999993,22.35388206142482,9.993920864321806
3.1140000000000008,22.51090818610171,10.13481974726202
3.121000000000002,22.669037349783782,10.277705087317843
3.128,22.82827730083162,10.422604890473282
3.1350000000000016,22.988635842034846,10.569547557553783
3.1419999999999995,23.150120830993895,10.71856188979235
3.149000000000001,23.31274018050571,10.869677094475307
3.155999999999999,23.476501858950787,11.022922790666396
3.1630000000000003,23.641413890684294,11.178329015012805
3.1700000000000017,23.80748435642871,11.335926227631953
3.1769999999999996,23.974721393669995,11.495745318081955
3.184000000000001,24.143133197056603,11.65781761141633
3.190999999999999,24.31272801880043,11.82217487432327
3.1980000000000004,24.483514169081843,11.988849321352628
3.205000000000002,24.65550001645629,12.157873621229523
3.2119999999999997,24.82869398826462,12.329280903257754
3.219000000000001,25.003104571046283,12.50310476381351
3.225999999999999,25.178740310954545,12.679379272929749
3.2330000000000005,25.355609814175992,12.858138980974758
3.240000000000002,25.533721747351574,13.039418925423496
3.247,25.713084838001567,13.223254637725322
3.2540000000000013,25.89370787495348,13.409682150268559
3.2609999999999992,26.075599708772085,13.598738003442298
3.2680000000000007,26.25876925219381,13.790459252799183
3.275000000000002,26.443225480562848,13.984883476317766
3.282,26.628977432271196,14.182048781768174
3.2890000000000015,26.81603420920184,14.38199381418167
3.2959999999999994,27.004404977174094,14.5847577634245
3.303000000000001,27.19409896639346,14.79038037188004
3.3099999999999987,27.385125471903184,14.998901942237612
3.317,27.57749385404044,15.210363345392766
3.3240000000000016,27.77121353889435,15.424806028457379
3.3309999999999995,27.966294018768135,15.642272022883729
3.338000000000001,28.162744852644536,15.862803952703128
3.344999999999999,28.360575666653524,16.0864450428796
3.3520000000000003,28.559796154544763,16.313239127782996
3.3590000000000018,28.760416078161928,16.5432306597799
3.3659999999999997,28.962445267921307,16.776464717946748
3.373000000000001,29.16589362329383,17.012987016905832
3.379999999999999,29.370771113289408,17.252843915784712
3.3870000000000005,29.577087776946254,17.49608242730367
3.394000000000002,29.78485372382206,17.74275022698954
3.401,29.994079134489695,17.992895662520603
3.4080000000000013,30.20477426103635,18.246567763203277
3.414999999999999,30.416949427565168,18.50381624958114
3.4220000000000006,30.63061503070198,18.764691543181318
3.429000000000002,30.84578154010398,19.029244776396393
3.436,31.062459498973077,19.297527802506856
3.4430000000000014,31.280659524572823,19.56959320584497
3.4499999999999993,31.50039230874791,19.845494312100488
3.4570000000000007,31.721668618448952,20.12528519877378
3.464000000000002,31.944499296259284,20.4090207057742
3.471,32.1688952609266,20.69675644616931
3.4780000000000015,32.394867507898276,20.98854881708567
3.4849999999999994,32.62242710985941,21.284455010761803
3.492000000000001,32.85158521727625,21.58453302575927
3.4989999999999988,33.0823530589417,21.888841678329385
3.5060000000000002,33.31474194252638,22.197440613942533
3.5130000000000017,33.548763255131995,22.510390318977894
3.5199999999999996,33.78442846384954,22.827752132579334
3.527000000000001,34.02174911632165,23.14958825867866
3.533999999999999,34.26073684130753,23.475961778186548
3.5410000000000004,34.50140334925378,23.806936661357994
3.548000000000002,34.7437604328673,24.142577780329503
3.5549999999999997,34.98781996769357,24.482950921834735
3.562000000000001,35.23359391269887,24.82812280009942
3.568999999999999,35.48109431085543,25.178161069916356
3.5760000000000005,35.73033328973255,25.533134339907402
3.583000000000002,35.981323062089906,25.89311218596966
3.59,36.234075926476464,26.258165164913226
3.5970000000000013,36.48860426783339,26.62836482829098
3.603999999999999,36.744920558100084,27.003783736421724
3.6110000000000007,37.00303735682631,27.384495472613672
3.618000000000002,37.262967311786724,27.770574657585716
3.625,37.524723159600995,28.16209696409391
3.6320000000000014,37.78831772635831,28.55913913176411
3.6389999999999993,38.053763928244905,28.961778982131865
3.646000000000001,38.32107477217805,29.370095433897223
3.6530000000000022,38.590263356442456,29.78416851839171
3.66,38.86134287133247,30.204079395265257
3.6670000000000016,39.13432659979884,30.629910368394462
3.6739999999999995,39.4092279180986,31.061744902012844
3.681000000000001,39.68606029645163,31.49966763707189
3.687999999999999,39.964837299699575,31.943764407829168
3.6950000000000003,40.24557258797165,32.3941222586739
3.7020000000000017,40.52827991735303,32.85082946118642
3.7089999999999996,40.81297314055926,33.31397553144023
3.716000000000001,41.09966620761553,33.78365124754827
3.722999999999999,41.388373166539196,34.25994866745404
3.7300000000000004,41.67910816402931,34.742961146977095
3.737000000000002,41.97188544615877,35.232783358109494
3.7439999999999998,42.26671935907283,35.72951130757244
3.7510000000000012,42.56362434969252,36.23324235563476
3.757999999999999,42.86261496642147,36.744075235193954
3.7650000000000006,43.163705859860045,37.26211007113033
3.772000000000002,43.4669117835221,37.78744839992985
3.779,43.77224759455841,38.32019318958648
3.7860000000000014,44.079728254485126,38.86044885978509
3.7929999999999993,44.38936882991578,39.40832130236598
3.8000000000000007,44.70118449330086,39.96391790208242
3.807000000000002,45.01519052367007,40.527347557646316
3.814,45.331402307381595,41.098720703073624
3.8210000000000015,45.649835338876414,41.6781493293306
3.8279999999999994,45.97050522143646,42.26574700628234
3.835000000000001,46.293427667950475,42.86162890495525
3.8419999999999987,46.618618501682604,43.46591182010848
3.849,46.946093657049104,44.078714193128526
3.8560000000000016,47.275869180397954,44.700156135242025
3.8629999999999995,47.607961230795595,45.33035945105873
3.870000000000001,47.9423860808193,45.96944766244672
3.876999999999999,48.27916011735327,46.61754603274069
3.8840000000000003,48.61829984239304,47.27478159129671
3.891000000000002,48.95982187385282,47.94128315838793
3.8979999999999997,49.3037429463803,48.6171813704549
3.905000000000001,49.6500799121772,49.302608705711634
3.911999999999999,49.99884974182379,49.99769951010946
3.9190000000000005,50.35006952511186,50.702590023671966
3.926000000000002,50.70375647188089,51.41741840719606
3.933,51.05992791286185,52.14232476933298
3.9400000000000013,51.41860130052698,52.877451194051105
3.946999999999999,51.77979420994368,53.62294176848234
3.9540000000000006,52.14352433963714,54.378942611166615
3.961000000000002,52.50980951245631,55.14560190068894
3.968,52.878667676447755,55.92306990472402
3.9750000000000014,53.250116905735695,56.711499009490375
3.9819999999999993,53.6241754014063,57.511043749615766
3.9890000000000008,54.000861492401086,58.32186083842973
3.996000000000002,54.38019363641369,59.14410919867697
4.003,54.76219042079488,59.97794999366797
4.010000000000002,55.1468705634639,60.82354665886883
4.0169999999999995,55.53425291382432,61.68106493393209
4.024000000000001,55.924356453689214,62.55067289518581
4.030999999999999,56.317200298209684,63.432540988573386
4.038,56.71280369681312,64.3268420630652
4.045000000000002,57.11118603414501,65.2337514045344
4.052,57.51236683101938,66.15344677011475
4.059000000000001,57.91636574537596,67.08610842304316
4.065999999999999,58.32320257324198,68.0319191679884
4.073,58.73289724970381,68.99106438688531
4.080000000000002,59.145469849882375,69.9637320752669
4.087,59.56094058991741,70.95011287911342
4.094000000000001,59.979329827958736,71.95040013222122
4.100999999999999,60.400658065162304,72.96478989409312
4.1080000000000005,60.82494594669647,73.99348098837093
4.115000000000002,61.25221426275209,75.03667504180181
4.122,61.68248394956194,76.09457652375933
4.129000000000001,62.1157760904272,77.16739278632174
4.135999999999999,62.55211191674901,78.25533410490988
4.143000000000001,62.99151280907063,79.35861371950618
4.150000000000002,63.43400029812346,80.47744787644655
4.157,63.87959606588278,81.61205587080694
4.1640000000000015,64.32832194663082,82.76266008938771
4.170999999999999,64.78019992802507,83.92948605429798
4.178000000000001,65.23525215217747,85.1127624671635
4.185000000000002,65.69350091673785,86.31272125394874
4.192,66.15496867598709,87.52959761041666
4.199000000000002,66.61967804193823,88.76363004823014
4.2059999999999995,67.0876517854427,90.01506044169626
4.213000000000001,67.55891283730804,91.28413407517972
4.219999999999999,68.03348428941959,92.57109969117404
4.227,68.51138939587396,93.87620953906142
4.234000000000002,68.99265157411673,95.19971942454944
4.241,69.4772944060907,96.54188875981207
4.248000000000001,69.9653416393921,97.90298061433707
4.254999999999999,70.45681718843247,99.28326176648385
4.2620000000000005,70.9517451356126,100.68300275577853
4.269000000000002,71.45014973250066,102.1024779359353
4.276,71.95205540102135,103.54196552863291
4.283000000000001,72.4574867346534,105.00174767804947
4.289999999999999,72.96646849963274,106.48211050615794
4.297000000000001,73.47902563616822,107.98334416881333
4.304000000000002,73.99518325966181,109.50574291261871
4.311,74.51496666194011,111.04960513260092
4.318000000000001,75.03840131249433,112.615233430699
4.324999999999999,75.56551285972655,114.20293467506997
4.332000000000001,76.09632713220859,115.8130200602421
4.339000000000002,76.63087013994574,117.44580516810457
4.346,77.16916807565207,119.10161002976476
4.3530000000000015,77.71124731603466,120.78075918827808
4.359999999999999,78.25713442308421,122.48358176225344
4.367000000000001,78.80685614537875,124.2104115103684
4.373999999999999,79.36043941939208,125.96158689678
4.381,79.91791137081599,127.737451157472
4.388000000000002,80.47929931588733,129.53835236752366
4.395,81.04463076272745,131.36464350933656
4.402000000000001,81.61393341269095,133.21668254182308
4.408999999999999,82.18723516172099,135.09483247056053
4.416,82.76456410171856,136.9994614189496
4.423000000000002,83.34594852191697,138.93094270036067
4.43,83.93141691026881,140.88965489130715
4.437000000000001,84.52099795484285,142.875981905651
4.443999999999999,85.11472054522766,144.89031306984398
4.4510000000000005,85.71261377394954,146.9330431992449
4.458000000000002,86.31470693789605,149.0045726754976
4.465,86.92102953975237,151.10530752501006
4.472000000000001,87.53161128944792,153.23565949854014
4.478999999999999,88.14648210560999,155.39604615189245
4.486000000000001,88.76567211703222,157.58689092776945
4.493000000000002,89.38921166414875,159.80862323875974
4.5,90.01713130052181,162.06167855150767
4.5070000000000014,90.64946179433989,164.34649847206973
4.513999999999999,91.28623412992303,166.6635308324625
4.521000000000001,91.92747950924375,169.0132297784486
4.528000000000002,92.57322935345363,171.39605585854258
4.535,93.22351530442387,173.81247611428302
4.542000000000002,93.87836922629685,176.2629641717784
4.5489999999999995,94.53782320704514,178.74800033453045
4.556000000000001,95.20190956004637,181.268071677585
4.562999999999999,95.87066082566405,183.8236721429903
4.57,96.54410977284468,186.41530263662167
4.577000000000002,97.22228940072108,189.04347112635125
4.584,97.90523294023036,191.70869274161538
4.591000000000001,98.59297385574331,194.41148987438567
4.597999999999999,99.28554584670167,197.15239228155
4.605,99.98298284927229,199.93193718875756
4.612000000000002,100.68531903800748,202.750669395707
4.619,101.39258882752067,205.6091413829334
4.626000000000001,102.10482687417377,208.50791342009995
4.632999999999999,102.82206807777284,211.44755367580308
4.640000000000001,103.54434758328111,214.42863832894665
4.647000000000002,104.27170078253849,217.45175168166475
4.654,105.0041633159969,220.517486273851
4.661000000000001,105.74177107446779,223.62644299930307
4.667999999999999,106.48456020087816,226.77923122348895
4.675000000000001,107.23256709204456,229.97646890299674
4.682000000000002,107.98582840045397,233.21878270664584
4.689,108.74438103606082,236.50680813831966
4.6960000000000015,109.50826216809678,239.84118966153233
4.702999999999999,110.2775092268894,243.22258082573356
4.710000000000001,111.05215990569927,246.65164439442
4.716999999999999,111.83225216256385,250.1290524750253
4.724,112.61782422216059,253.65548665066925
4.731000000000002,113.40891457767721,257.23163811373774
4.7379999999999995,114.20556199269899,260.85820780136424
4.745000000000001,115.0078055031095,264.53590653282123
4.751999999999999,115.81568441900042,268.2654551488299
4.759,116.62923832660113,272.0475846528625
4.766000000000002,117.44850709021543,275.8830363544077
4.773,118.27353085417627,279.7725620142757
4.780000000000001,119.10435004481398,283.71692399195166
4.786999999999999,119.9410053724343,287.7168953950063
4.7940000000000005,120.78353783331653,291.7732602306441
4.801000000000002,121.63198871171942,295.88681355935677
4.808,122.4863995819053,300.05836165076346
4.815000000000001,123.34681231017868,304.2887221416489
4.821999999999999,124.21326905693448,308.57872419620793
4.829000000000001,125.08581227872756,312.9292086685814
4.836000000000002,125.96448473034994,317.34102826765127
4.843,126.84932946692709,321.8150477241803
4.850000000000001,127.74038984602903,326.35214396030955
4.856999999999999,128.63770952979175,330.95320626142154
4.864000000000001,129.5413324870602,335.6191364504616
4.871000000000002,130.4513029955396,340.3508490646816
4.878,131.36766564396652,345.1492715348996
4.885000000000002,132.29046533429496,350.01534436728593
4.8919999999999995,133.21974728389347,354.95002132768883
4.899000000000001,134.15555702776447,359.9542696285953
4.905999999999999,135.0979404207717,365.0290701186875
4.913,136.04694363989088,370.1754174751129
4.920000000000002,137.00261318646923,375.39432039842626
4.927,137.9649958885052,380.6868018103051
4.934000000000001,138.9341389029447,386.05389905405474
4.940999999999999,139.91008971798846,391.49666409791155
4.948,140.8928961554226,397.01616374125393
4.955000000000002,141.8826063729587,402.6134798236788
4.962,142.879268866595,408.28970943705485
4.969000000000001,143.88293247299404,414.0459651405633
4.975999999999999,144.8936463718724,419.8833751787442
4.9830000000000005,145.91146008841432,425.8030837026585
4.990000000000002,146.9364234956951,431.80625099412515
4.997,147.9685868171262,437.8940536931483
5.004000000000001,149.00800062891796,444.0676850285523
5.010999999999999,150.0547158625541,450.3283550518369
5.018000000000001,151.1087838072915,456.6772908743753
5.025000000000002,152.17025611266988,463.1157369079109
5.032,153.23918479104404,469.64495510847485
5.0390000000000015,154.31562222013412,476.26622522374305
5.045999999999999,155.3996211455885,482.9808450438488
5.053000000000001,156.4912346835725,489.7901306557792
5.060000000000002,157.5905163233673,496.6954167013099
5.067,158.6975199299927,503.69805663860853
5.074000000000002,159.812299746848,510.7994230075279
5.0809999999999995,160.93491039836616,518.0009076986029
5.088000000000001,162.06540689269485,525.3039222258949
5.094999999999999,163.20384462438736,532.7098980036234
5.102,164.35027937712147,540.2202866267576
5.109000000000002,165.50476732642886,547.8365601555071
5.116,166.66736504244946,555.5602114038621
5.123000000000001,167.83812949270512,563.392754232201
5.129999999999999,169.01711804488704,571.3357238439856
5.1370000000000005,170.20438846967127,579.3906770866954
5.144000000000002,171.39999894354568,587.5591927569492
5.151,172.60400805166202,595.8428719099642
5.158000000000001,173.81647479070878,604.243338173382
5.164999999999999,175.0374585717975,612.7622380654744
5.172000000000001,176.26701922337895,621.4012413179009
5.179000000000002,177.50521699417052,630.1620412029513
5.186,178.7521125561101,639.0463548654451
5.193000000000001,180.0077670073309,648.0559236593106
5.199999999999999,181.27224187515105,657.1925134888654
5.207000000000001,182.54559911909334,666.4579151549747
5.214000000000002,183.82790113391684,675.853944706022
5.221,185.11921075267622,685.3824437938752
5.2280000000000015,186.4195912498025,695.0452800348688
5.234999999999999,187.72910634419884,704.8443473758305
5.242000000000001,189.04782020236823,714.7815664653389
5.248999999999999,190.37579744155227,724.8588850301388
5.256,191.7131031329027,735.0782782569397
5.263000000000002,193.05980280466528,745.4417491795249
5.27,194.41596244539272,755.9513290713671
5.277000000000001,195.78164850718017,766.6090778437808
5.283999999999999,197.15692790891643,777.4170844496334
5.291,198.54186803956884,788.3774672928313
5.298000000000002,199.93653676148017,799.4923746434943
5.305,201.34100241369615,810.76398505904
5.312000000000001,202.75533381531613,822.1945078112055
5.318999999999999,204.17960026886038,833.7861833190323
5.3260000000000005,205.61387156367155,845.5412835880404
5.333000000000002,207.0582179793293,857.462112655509
5.34,208.51271028909628,869.551007042092
5.347000000000001,209.97741976338813,881.810336209802
5.353999999999999,211.4524181732607,894.2425030263902
5.361000000000001,212.9377777939327,906.8499442363651
5.368000000000002,214.43357140832197,919.6351309385583
5.375,215.9398723106141,932.6005690704866
5.3820000000000014,217.4567543098563,945.7487998995442
5.388999999999999,218.98429173356845,959.0824005210524
5.396000000000001,220.5225594313915,972.603984363432
5.403000000000002,222.07163277874963,986.3162017003965
5.41,223.63158768054606,1000.2217401704353
5.417000000000002,225.20250057488465,1014.3233253036185
5.4239999999999995,226.78444843680992,1028.623721055762
5.431000000000001,228.3775087820853,1043.125730350229
5.437999999999999,229.9817596709848,1057.832195627252
5.445,231.59727971212456,1072.7459994011213
5.452000000000002,233.22414806630906,1087.8700648251129
5.459,234.8624444504123,1103.2073562644603
5.466000000000001,236.51224914128662,1118.7608798774006
5.472999999999999,238.17364297969024,1134.5336842043391
5.48,239.84670737425537,1150.5288607654338
5.487000000000002,241.53152430547124,1166.7495446664889
5.494,243.22817632970373,1183.198915213469
5.501000000000001,244.93674658324323,1199.8801965356784
5.507999999999999,246.65731878637226,1216.7966582176414
5.515000000000001,248.38997724747483,1233.9516159400214
5.522000000000002,250.13480686716127,1251.3484321294413
5.529,251.89189314243123,1268.99051661756
5.536000000000001,253.6613221708655,1286.8813273094327
5.542999999999999,255.44318065483873,1305.0243708612115
5.550000000000001,257.23755590577497,1323.4232033675341
5.557000000000002,259.0445358484196,1342.0814310584633
5.564,260.8642090251505,1361.0027110063484
5.5710000000000015,262.6966646003192,1380.190751842652
5.577999999999999,264.5419923646137,1399.6493144847866
5.585000000000001,266.4002827394655,1419.3822128733434
5.592000000000002,268.2716267814739,1439.3933147195687
5.599,270.15611618687046,1459.6865422634771
5.606000000000002,272.0538432960149,1480.265873042653
5.6129999999999995,273.9649010979134,1501.1353406717897
5.620000000000001,275.8893832347826,1522.2990356333748
5.626999999999999,277.82738400663027,1543.761106079352
5.634,279.778998375884,1565.525758644258
5.641000000000002,281.7443219720373,1587.5972592696605
5.648,283.72345109633875,1609.9799340403304
5.655000000000001,285.7164827265133,1632.6781700321992
5.661999999999999,287.7235145215076,1655.6964161721637
5.6690000000000005,289.74464482628326,1679.0391841101807
5.676000000000002,291.77997267662863,1702.7110491034832
5.683,293.8295978040145,1726.7166509133785
5.690000000000001,295.8936206404843,1751.0606947146969
5.696999999999999,297.97214232356794,1775.7479520179327
5.704000000000001,300.06526470124584,1800.7832616045746
5.711000000000002,302.1730903369322,1826.1715304754357
5.718,304.29572251450395,1851.9177348124797
5.725000000000001,306.4332652433646,1878.0269209542048
5.731999999999999,308.58582326353337,1904.504206384653
5.739000000000001,310.7535020507861,1931.3547807365583
5.746000000000002,312.93640782181603,1958.5839068084395
5.753,315.13464753944163,1986.1969215961622
5.760000000000002,317.348328917851,2014.199237339051
5.7669999999999995,319.57756042787247,2042.5963425806096
5.774000000000001,321.8224513022983,2071.3938032444034
5.780999999999999,324.08311154122816,2100.597263724883
5.788,326.35965191746845,2130.2124479938234
5.795000000000002,328.65218398195196,2160.2451607221365
5.802,330.96082006920733,2190.7012884176447
5.809000000000001,333.2856733028671,2221.5868005789093
5.815999999999999,335.6268576012026,2252.907750865158
5.823,337.98448768271516,2284.670278282949
5.830000000000002,340.35867907174935,2316.8806083893214
5.837,342.74954810415704,2349.545054512077
5.844000000000001,345.1572119330017,2382.670018987261
